,date,home_team,score,away_team,season
1836,23-11-2019,Brighton,0 - 2,Leicester,19/20
1837,01-12-2019,Leicester,2 - 1,Everton,19/20
1838,04-12-2019,Leicester,2 - 0,Watford,19/20
1839,08-12-2019,Aston Villa,1 - 4,Leicester,19/20
1840,14-12-2019,Leicester,1 - 1,Norwich,19/20
1841,21-12-2019,Man City,3 - 1,Leicester,19/20
1842,26-12-2019,Leicester,0 - 4,Liverpool,19/20
1843,28-12-2019,West Ham,1 - 2,Leicester,19/20
1844,01-01-2020,Newcastle,0 - 3,Leicester,19/20
1845,11-01-2020,Leicester,1 - 2,Southampton,19/20
1846,19-01-2020,Burnley,2 - 1,Leicester,19/20
1847,22-01-2020,Leicester,4 - 1,West Ham,19/20
1848,01-02-2020,Leicester,2 - 2,Chelsea,19/20
1849,14-02-2020,Wolves,0 - 0,Leicester,19/20
1850,22-02-2020,Leicester,0 - 1,Man City,19/20
1851,28-02-2020,Norwich,1 - 0,Leicester,19/20
1852,09-03-2020,Leicester,4 - 0,Aston Villa,19/20
1853,20-06-2020,Watford,1 - 1,Leicester,19/20
1854,23-06-2020,Leicester,0 - 0,Brighton,19/20
1855,01-07-2020,Everton,2 - 1,Leicester,19/20
1856,04-07-2020,Leicester,3 - 0,Crystal Palace,19/20
1857,07-07-2020,Arsenal,1 - 1,Leicester,19/20
1858,12-07-2020,Bournemouth,4 - 1,Leicester,19/20
1859,16-07-2020,Leicester,2 - 0,Sheffield United,19/20
1860,19-07-2020,Tottenham,3 - 0,Leicester,19/20
1861,26-07-2020,Leicester,0 - 2,Man United,19/20
1862,09-08-2019,Liverpool,4 - 1,Norwich,19/20
1863,17-08-2019,Southampton,1 - 2,Liverpool,19/20
1864,24-08-2019,Liverpool,3 - 1,Arsenal,19/20
1865,31-08-2019,Burnley,0 - 3,Liverpool,19/20
1866,14-09-2019,Liverpool,3 - 1,Newcastle,19/20
1867,22-09-2019,Chelsea,1 - 2,Liverpool,19/20
1868,28-09-2019,Sheffield United,0 - 1,Liverpool,19/20
1869,05-10-2019,Liverpool,2 - 1,Leicester,19/20
1870,20-10-2019,Man United,1 - 1,Liverpool,19/20
1871,27-10-2019,Liverpool,2 - 1,Tottenham,19/20
1872,02-11-2019,Aston Villa,1 - 2,Liverpool,19/20
1873,10-11-2019,Liverpool,3 - 1,Man City,19/20
1874,23-11-2019,Crystal Palace,1 - 2,Liverpool,19/20
1875,30-11-2019,Liverpool,2 - 1,Brighton,19/20
1876,04-12-2019,Liverpool,5 - 2,Everton,19/20
1877,07-12-2019,Bournemouth,0 - 3,Liverpool,19/20
1878,14-12-2019,Liverpool,2 - 0,Watford,19/20
1879,26-12-2019,Leicester,0 - 4,Liverpool,19/20
1880,29-12-2019,Liverpool,1 - 0,Wolves,19/20
1881,02-01-2020,Liverpool,2 - 0,Sheffield United,19/20
1882,11-01-2020,Tottenham,0 - 1,Liverpool,19/20
1883,19-01-2020,Liverpool,2 - 0,Man United,19/20
1884,23-01-2020,Wolves,1 - 2,Liverpool,19/20
1885,29-01-2020,West Ham,0 - 2,Liverpool,19/20
1886,01-02-2020,Liverpool,4 - 0,Southampton,19/20
1887,15-02-2020,Norwich,0 - 1,Liverpool,19/20
1888,24-02-2020,Liverpool,3 - 2,West Ham,19/20
1889,29-02-2020,Watford,3 - 0,Liverpool,19/20
1890,07-03-2020,Liverpool,2 - 1,Bournemouth,19/20
1891,21-06-2020,Everton,0 - 0,Liverpool,19/20
1892,24-06-2020,Liverpool,4 - 0,Crystal Palace,19/20
1893,02-07-2020,Man City,4 - 0,Liverpool,19/20
1894,05-07-2020,Liverpool,2 - 0,Aston Villa,19/20
1895,08-07-2020,Brighton,1 - 3,Liverpool,19/20
1896,11-07-2020,Liverpool,1 - 1,Burnley,19/20
1897,15-07-2020,Arsenal,2 - 1,Liverpool,19/20
1898,22-07-2020,Liverpool,5 - 3,Chelsea,19/20
1899,26-07-2020,Newcastle,1 - 3,Liverpool,19/20
1900,10-08-2019,West Ham,0 - 5,Man City,19/20
1901,17-08-2019,Man City,2 - 2,Tottenham,19/20
1902,25-08-2019,Bournemouth,1 - 3,Man City,19/20
1903,31-08-2019,Man City,4 - 0,Brighton,19/20
1904,14-09-2019,Norwich,3 - 2,Man City,19/20
1905,21-09-2019,Man City,8 - 0,Watford,19/20
1906,28-09-2019,Everton,1 - 3,Man City,19/20
1907,06-10-2019,Man City,0 - 2,Wolves,19/20
1908,19-10-2019,Crystal Palace,0 - 2,Man City,19/20
1909,26-10-2019,Man City,3 - 0,Aston Villa,19/20
1910,02-11-2019,Man City,2 - 1,Southampton,19/20
1911,10-11-2019,Liverpool,3 - 1,Man City,19/20
1912,23-11-2019,Man City,2 - 1,Chelsea,19/20
1913,30-11-2019,Newcastle,2 - 2,Man City,19/20
1914,03-12-2019,Burnley,1 - 4,Man City,19/20
1915,07-12-2019,Man City,1 - 2,Man United,19/20
1916,15-12-2019,Arsenal,0 - 3,Man City,19/20
1917,21-12-2019,Man City,3 - 1,Leicester,19/20
1918,27-12-2019,Wolves,3 - 2,Man City,19/20
1919,29-12-2019,Man City,2 - 0,Sheffield United,19/20
1920,01-01-2020,Man City,2 - 1,Everton,19/20
1921,12-01-2020,Aston Villa,1 - 6,Man City,19/20
1922,18-01-2020,Man City,2 - 2,Crystal Palace,19/20
1923,21-01-2020,Sheffield United,0 - 1,Man City,19/20
1924,02-02-2020,Tottenham,2 - 0,Man City,19/20
1925,19-02-2020,Man City,2 - 0,West Ham,19/20
1926,22-02-2020,Leicester,0 - 1,Man City,19/20
1927,08-03-2020,Man United,2 - 0,Man City,19/20
1928,17-06-2020,Man City,3 - 0,Arsenal,19/20
1929,22-06-2020,Man City,5 - 0,Burnley,19/20
1930,25-06-2020,Chelsea,2 - 1,Man City,19/20
1931,02-07-2020,Man City,4 - 0,Liverpool,19/20
1932,05-07-2020,Southampton,1 - 0,Man City,19/20
1933,08-07-2020,Man City,5 - 0,Newcastle,19/20
1934,11-07-2020,Brighton,0 - 5,Man City,19/20
1935,15-07-2020,Man City,2 - 1,Bournemouth,19/20
1936,21-07-2020,Watford,0 - 4,Man City,19/20
1937,26-07-2020,Man City,5 - 0,Norwich,19/20
1938,11-08-2019,Man United,4 - 0,Chelsea,19/20
1939,19-08-2019,Wolves,1 - 1,Man United,19/20
1940,24-08-2019,Man United,1 - 2,Crystal Palace,19/20
1941,31-08-2019,Southampton,1 - 1,Man United,19/20
1942,14-09-2019,Man United,1 - 0,Leicester,19/20
1943,22-09-2019,West Ham,2 - 0,Man United,19/20
1944,30-09-2019,Man United,1 - 1,Arsenal,19/20
1945,06-10-2019,Newcastle,1 - 0,Man United,19/20
1946,20-10-2019,Man United,1 - 1,Liverpool,19/20
1947,27-10-2019,Norwich,1 - 3,Man United,19/20
1948,02-11-2019,Bournemouth,1 - 0,Man United,19/20
1949,10-11-2019,Man United,3 - 1,Brighton,19/20
1950,24-11-2019,Sheffield United,3 - 3,Man United,19/20
1951,01-12-2019,Man United,2 - 2,Aston Villa,19/20
1952,04-12-2019,Man United,2 - 1,Tottenham,19/20
1953,07-12-2019,Man City,1 - 2,Man United,19/20
1954,15-12-2019,Man United,1 - 1,Everton,19/20
1955,22-12-2019,Watford,2 - 0,Man United,19/20
1956,26-12-2019,Man United,4 - 1,Newcastle,19/20
1957,28-12-2019,Burnley,0 - 2,Man United,19/20
1958,01-01-2020,Arsenal,2 - 0,Man United,19/20
1959,11-01-2020,Man United,4 - 0,Norwich,19/20
1960,19-01-2020,Liverpool,2 - 0,Man United,19/20
1961,22-01-2020,Man United,0 - 2,Burnley,19/20
1962,01-02-2020,Man United,0 - 0,Wolves,19/20
1963,17-02-2020,Chelsea,0 - 2,Man United,19/20
1964,23-02-2020,Man United,3 - 0,Watford,19/20
1965,01-03-2020,Everton,1 - 1,Man United,19/20
1966,08-03-2020,Man United,2 - 0,Man City,19/20
1967,19-06-2020,Tottenham,1 - 1,Man United,19/20
1968,24-06-2020,Man United,3 - 0,Sheffield United,19/20
1969,30-06-2020,Brighton,0 - 3,Man United,19/20
1970,04-07-2020,Man United,5 - 2,Bournemouth,19/20
1971,09-07-2020,Aston Villa,0 - 3,Man United,19/20
1972,13-07-2020,Man United,2 - 2,Southampton,19/20
1973,16-07-2020,Crystal Palace,0 - 2,Man United,19/20
1974,22-07-2020,Man United,1 - 1,West Ham,19/20
1975,26-07-2020,Leicester,0 - 2,Man United,19/20
1976,11-08-2019,Newcastle,0 - 1,Arsenal,19/20
1977,17-08-2019,Norwich,3 - 1,Newcastle,19/20
1978,25-08-2019,Tottenham,0 - 1,Newcastle,19/20
1979,31-08-2019,Newcastle,1 - 1,Watford,19/20
1980,14-09-2019,Liverpool,3 - 1,Newcastle,19/20
1981,21-09-2019,Newcastle,0 - 0,Brighton,19/20
1982,29-09-2019,Leicester,5 - 0,Newcastle,19/20
1983,06-10-2019,Newcastle,1 - 0,Man United,19/20
1984,19-10-2019,Chelsea,1 - 0,Newcastle,19/20
1985,27-10-2019,Newcastle,1 - 1,Wolves,19/20
1986,02-11-2019,West Ham,2 - 3,Newcastle,19/20
1987,09-11-2019,Newcastle,2 - 1,Bournemouth,19/20
1988,25-11-2019,Aston Villa,2 - 0,Newcastle,19/20
1989,30-11-2019,Newcastle,2 - 2,Man City,19/20
1990,05-12-2019,Sheffield United,0 - 2,Newcastle,19/20
1991,08-12-2019,Newcastle,2 - 1,Southampton,19/20
1992,14-12-2019,Burnley,1 - 0,Newcastle,19/20
1993,21-12-2019,Newcastle,1 - 0,Crystal Palace,19/20
1994,26-12-2019,Man United,4 - 1,Newcastle,19/20
1995,28-12-2019,Newcastle,1 - 2,Everton,19/20
1996,01-01-2020,Newcastle,0 - 3,Leicester,19/20
1997,11-01-2020,Wolves,1 - 1,Newcastle,19/20
1998,18-01-2020,Newcastle,1 - 0,Chelsea,19/20
1999,21-01-2020,Everton,2 - 2,Newcastle,19/20
2000,01-02-2020,Newcastle,0 - 0,Norwich,19/20
2001,16-02-2020,Arsenal,4 - 0,Newcastle,19/20
2002,22-02-2020,Crystal Palace,1 - 0,Newcastle,19/20
2003,29-02-2020,Newcastle,0 - 0,Burnley,19/20
2004,07-03-2020,Southampton,0 - 1,Newcastle,19/20
2005,21-06-2020,Newcastle,3 - 0,Sheffield United,19/20
2006,24-06-2020,Newcastle,1 - 1,Aston Villa,19/20
2007,01-07-2020,Bournemouth,1 - 4,Newcastle,19/20
2008,05-07-2020,Newcastle,2 - 2,West Ham,19/20
2009,08-07-2020,Man City,5 - 0,Newcastle,19/20
2010,11-07-2020,Watford,2 - 1,Newcastle,19/20
2011,15-07-2020,Newcastle,1 - 3,Tottenham,19/20
2012,20-07-2020,Brighton,0 - 0,Newcastle,19/20
2013,26-07-2020,Newcastle,1 - 3,Liverpool,19/20
2014,09-08-2019,Liverpool,4 - 1,Norwich,19/20
2015,17-08-2019,Norwich,3 - 1,Newcastle,19/20
2016,24-08-2019,Norwich,2 - 3,Chelsea,19/20
2017,31-08-2019,West Ham,2 - 0,Norwich,19/20
2018,14-09-2019,Norwich,3 - 2,Man City,19/20
2019,21-09-2019,Burnley,2 - 0,Norwich,19/20
2020,28-09-2019,Crystal Palace,2 - 0,Norwich,19/20
2021,05-10-2019,Norwich,1 - 5,Aston Villa,19/20
2022,19-10-2019,Bournemouth,0 - 0,Norwich,19/20
2023,27-10-2019,Norwich,1 - 3,Man United,19/20
2024,02-11-2019,Brighton,2 - 0,Norwich,19/20
2025,08-11-2019,Norwich,0 - 2,Watford,19/20
2026,23-11-2019,Everton,0 - 2,Norwich,19/20
2027,01-12-2019,Norwich,2 - 2,Arsenal,19/20
2028,04-12-2019,Southampton,2 - 1,Norwich,19/20
2029,08-12-2019,Norwich,1 - 2,Sheffield United,19/20
2030,14-12-2019,Leicester,1 - 1,Norwich,19/20
2031,21-12-2019,Norwich,1 - 2,Wolves,19/20
2032,26-12-2019,Aston Villa,1 - 0,Norwich,19/20
2033,28-12-2019,Norwich,2 - 2,Tottenham,19/20
2034,01-01-2020,Norwich,1 - 1,Crystal Palace,19/20
2035,11-01-2020,Man United,4 - 0,Norwich,19/20
2036,18-01-2020,Norwich,1 - 0,Bournemouth,19/20
2037,22-01-2020,Tottenham,2 - 1,Norwich,19/20
2038,01-02-2020,Newcastle,0 - 0,Norwich,19/20
2039,15-02-2020,Norwich,0 - 1,Liverpool,19/20
2040,23-02-2020,Wolves,3 - 0,Norwich,19/20
2041,28-02-2020,Norwich,1 - 0,Leicester,19/20
2042,07-03-2020,Sheffield United,1 - 0,Norwich,19/20
2043,19-06-2020,Norwich,0 - 3,Southampton,19/20
2044,24-06-2020,Norwich,0 - 1,Everton,19/20
2045,01-07-2020,Arsenal,4 - 0,Norwich,19/20
2046,04-07-2020,Norwich,0 - 1,Brighton,19/20
2047,07-07-2020,Watford,2 - 1,Norwich,19/20
2048,11-07-2020,Norwich,0 - 4,West Ham,19/20
2049,14-07-2020,Chelsea,1 - 0,Norwich,19/20
2050,18-07-2020,Norwich,0 - 2,Burnley,19/20
2051,26-07-2020,Man City,5 - 0,Norwich,19/20
2052,10-08-2019,Bournemouth,1 - 1,Sheffield United,19/20
2053,18-08-2019,Sheffield United,1 - 0,Crystal Palace,19/20
2054,24-08-2019,Sheffield United,1 - 2,Leicester,19/20
2055,31-08-2019,Chelsea,2 - 2,Sheffield United,19/20
2056,14-09-2019,Sheffield United,0 - 1,Southampton,19/20
2057,21-09-2019,Everton,0 - 2,Sheffield United,19/20
2058,28-09-2019,Sheffield United,0 - 1,Liverpool,19/20
2059,05-10-2019,Watford,0 - 0,Sheffield United,19/20
2060,21-10-2019,Sheffield United,1 - 0,Arsenal,19/20
2061,26-10-2019,West Ham,1 - 1,Sheffield United,19/20
2062,02-11-2019,Sheffield United,3 - 0,Burnley,19/20
2063,09-11-2019,Tottenham,1 - 1,Sheffield United,19/20
2064,24-11-2019,Sheffield United,3 - 3,Man United,19/20
2065,01-12-2019,Wolves,1 - 1,Sheffield United,19/20
2066,05-12-2019,Sheffield United,0 - 2,Newcastle,19/20
2067,08-12-2019,Norwich,1 - 2,Sheffield United,19/20
2068,14-12-2019,Sheffield United,2 - 0,Aston Villa,19/20
2069,21-12-2019,Brighton,0 - 1,Sheffield United,19/20
2070,26-12-2019,Sheffield United,1 - 1,Watford,19/20
2071,29-12-2019,Man City,2 - 0,Sheffield United,19/20
2072,02-01-2020,Liverpool,2 - 0,Sheffield United,19/20
2073,10-01-2020,Sheffield United,1 - 0,West Ham,19/20
2074,18-01-2020,Arsenal,1 - 1,Sheffield United,19/20
2075,21-01-2020,Sheffield United,0 - 1,Man City,19/20
2076,01-02-2020,Crystal Palace,0 - 1,Sheffield United,19/20
2077,09-02-2020,Sheffield United,2 - 1,Bournemouth,19/20
2078,22-02-2020,Sheffield United,1 - 1,Brighton,19/20
2079,07-03-2020,Sheffield United,1 - 0,Norwich,19/20
2080,17-06-2020,Aston Villa,0 - 0,Sheffield United,19/20
2081,21-06-2020,Newcastle,3 - 0,Sheffield United,19/20
2082,24-06-2020,Man United,3 - 0,Sheffield United,19/20
2083,02-07-2020,Sheffield United,3 - 1,Tottenham,19/20
2084,05-07-2020,Burnley,1 - 1,Sheffield United,19/20
2085,08-07-2020,Sheffield United,1 - 0,Wolves,19/20
2086,11-07-2020,Sheffield United,3 - 0,Chelsea,19/20
2087,16-07-2020,Leicester,2 - 0,Sheffield United,19/20
2088,20-07-2020,Sheffield United,0 - 1,Everton,19/20
2089,26-07-2020,Southampton,3 - 1,Sheffield United,19/20
2090,10-08-2019,Burnley,3 - 0,Southampton,19/20
2091,17-08-2019,Southampton,1 - 2,Liverpool,19/20
2092,24-08-2019,Brighton,0 - 2,Southampton,19/20
2093,31-08-2019,Southampton,1 - 1,Man United,19/20
2094,14-09-2019,Sheffield United,0 - 1,Southampton,19/20
2095,20-09-2019,Southampton,1 - 3,Bournemouth,19/20
2096,28-09-2019,Tottenham,2 - 1,Southampton,19/20
2097,06-10-2019,Southampton,1 - 4,Chelsea,19/20
2098,19-10-2019,Wolves,1 - 1,Southampton,19/20
2099,25-10-2019,Southampton,0 - 9,Leicester,19/20
2100,02-11-2019,Man City,2 - 1,Southampton,19/20
2101,09-11-2019,Southampton,1 - 2,Everton,19/20
2102,23-11-2019,Arsenal,2 - 2,Southampton,19/20
2103,30-11-2019,Southampton,2 - 1,Watford,19/20
2104,04-12-2019,Southampton,2 - 1,Norwich,19/20
2105,08-12-2019,Newcastle,2 - 1,Southampton,19/20
2106,14-12-2019,Southampton,0 - 1,West Ham,19/20
2107,21-12-2019,Aston Villa,1 - 3,Southampton,19/20
2108,26-12-2019,Chelsea,0 - 2,Southampton,19/20
2109,28-12-2019,Southampton,1 - 1,Crystal Palace,19/20
2110,01-01-2020,Southampton,1 - 0,Tottenham,19/20
2111,11-01-2020,Leicester,1 - 2,Southampton,19/20
2112,18-01-2020,Southampton,2 - 3,Wolves,19/20
2113,21-01-2020,Crystal Palace,0 - 2,Southampton,19/20
2114,01-02-2020,Liverpool,4 - 0,Southampton,19/20
2115,15-02-2020,Southampton,1 - 2,Burnley,19/20
2116,22-02-2020,Southampton,2 - 0,Aston Villa,19/20
2117,29-02-2020,West Ham,3 - 1,Southampton,19/20
2118,07-03-2020,Southampton,0 - 1,Newcastle,19/20
2119,19-06-2020,Norwich,0 - 3,Southampton,19/20
2120,25-06-2020,Southampton,0 - 2,Arsenal,19/20
2121,28-06-2020,Watford,1 - 3,Southampton,19/20
2122,05-07-2020,Southampton,1 - 0,Man City,19/20
2123,09-07-2020,Everton,1 - 1,Southampton,19/20
2124,13-07-2020,Man United,2 - 2,Southampton,19/20
2125,16-07-2020,Southampton,1 - 1,Brighton,19/20
2126,19-07-2020,Bournemouth,0 - 2,Southampton,19/20
2127,26-07-2020,Southampton,3 - 1,Sheffield United,19/20
2128,10-08-2019,Tottenham,3 - 1,Aston Villa,19/20
2129,17-08-2019,Man City,2 - 2,Tottenham,19/20
2130,25-08-2019,Tottenham,0 - 1,Newcastle,19/20
2131,01-09-2019,Arsenal,2 - 2,Tottenham,19/20
2132,14-09-2019,Tottenham,4 - 0,Crystal Palace,19/20
2133,21-09-2019,Leicester,2 - 1,Tottenham,19/20
2134,28-09-2019,Tottenham,2 - 1,Southampton,19/20
2135,05-10-2019,Brighton,3 - 0,Tottenham,19/20
2136,19-10-2019,Tottenham,1 - 1,Watford,19/20
2137,27-10-2019,Liverpool,2 - 1,Tottenham,19/20
2138,03-11-2019,Everton,1 - 1,Tottenham,19/20
2139,09-11-2019,Tottenham,1 - 1,Sheffield United,19/20
2140,23-11-2019,West Ham,2 - 3,Tottenham,19/20
2141,30-11-2019,Tottenham,3 - 2,Bournemouth,19/20
2142,04-12-2019,Man United,2 - 1,Tottenham,19/20
2143,07-12-2019,Tottenham,5 - 0,Burnley,19/20
2144,15-12-2019,Wolves,1 - 2,Tottenham,19/20
2145,22-12-2019,Tottenham,0 - 2,Chelsea,19/20
2146,26-12-2019,Tottenham,2 - 1,Brighton,19/20
2147,28-12-2019,Norwich,2 - 2,Tottenham,19/20
2148,01-01-2020,Southampton,1 - 0,Tottenham,19/20
2149,11-01-2020,Tottenham,0 - 1,Liverpool,19/20
2150,18-01-2020,Watford,0 - 0,Tottenham,19/20
2151,22-01-2020,Tottenham,2 - 1,Norwich,19/20
2152,02-02-2020,Tottenham,2 - 0,Man City,19/20
2153,16-02-2020,Aston Villa,2 - 3,Tottenham,19/20
2154,22-02-2020,Chelsea,2 - 1,Tottenham,19/20
2155,01-03-2020,Tottenham,2 - 3,Wolves,19/20
2156,07-03-2020,Burnley,1 - 1,Tottenham,19/20
2157,19-06-2020,Tottenham,1 - 1,Man United,19/20
2158,23-06-2020,Tottenham,2 - 0,West Ham,19/20
2159,02-07-2020,Sheffield United,3 - 1,Tottenham,19/20
2160,06-07-2020,Tottenham,1 - 0,Everton,19/20
2161,09-07-2020,Bournemouth,0 - 0,Tottenham,19/20
2162,12-07-2020,Tottenham,2 - 1,Arsenal,19/20
2163,15-07-2020,Newcastle,1 - 3,Tottenham,19/20
2164,19-07-2020,Tottenham,3 - 0,Leicester,19/20
2165,26-07-2020,Crystal Palace,1 - 1,Tottenham,19/20
2166,10-08-2019,Watford,0 - 3,Brighton,19/20
2167,17-08-2019,Everton,1 - 0,Watford,19/20
2168,24-08-2019,Watford,1 - 3,West Ham,19/20
2169,31-08-2019,Newcastle,1 - 1,Watford,19/20
2170,15-09-2019,Watford,2 - 2,Arsenal,19/20
2171,21-09-2019,Man City,8 - 0,Watford,19/20
2172,28-09-2019,Wolves,2 - 0,Watford,19/20
2173,05-10-2019,Watford,0 - 0,Sheffield United,19/20
2174,19-10-2019,Tottenham,1 - 1,Watford,19/20
2175,26-10-2019,Watford,0 - 0,Bournemouth,19/20
2176,02-11-2019,Watford,1 - 2,Chelsea,19/20
2177,08-11-2019,Norwich,0 - 2,Watford,19/20
2178,23-11-2019,Watford,0 - 3,Burnley,19/20
2179,30-11-2019,Southampton,2 - 1,Watford,19/20
2180,04-12-2019,Leicester,2 - 0,Watford,19/20
2181,07-12-2019,Watford,0 - 0,Crystal Palace,19/20
2182,14-12-2019,Liverpool,2 - 0,Watford,19/20
2183,22-12-2019,Watford,2 - 0,Man United,19/20
2184,26-12-2019,Sheffield United,1 - 1,Watford,19/20
2185,28-12-2019,Watford,3 - 0,Aston Villa,19/20
2186,01-01-2020,Watford,2 - 1,Wolves,19/20
2187,12-01-2020,Bournemouth,0 - 3,Watford,19/20
2188,18-01-2020,Watford,0 - 0,Tottenham,19/20
2189,21-01-2020,Aston Villa,2 - 1,Watford,19/20
2190,01-02-2020,Watford,2 - 3,Everton,19/20
2191,08-02-2020,Brighton,1 - 1,Watford,19/20
2192,23-02-2020,Man United,3 - 0,Watford,19/20
2193,29-02-2020,Watford,3 - 0,Liverpool,19/20
2194,07-03-2020,Crystal Palace,1 - 0,Watford,19/20
2195,20-06-2020,Watford,1 - 1,Leicester,19/20
2196,25-06-2020,Burnley,1 - 0,Watford,19/20
2197,28-06-2020,Watford,1 - 3,Southampton,19/20
2198,04-07-2020,Chelsea,3 - 0,Watford,19/20
2199,07-07-2020,Watford,2 - 1,Norwich,19/20
2200,11-07-2020,Watford,2 - 1,Newcastle,19/20
2201,17-07-2020,West Ham,3 - 1,Watford,19/20
2202,21-07-2020,Watford,0 - 4,Man City,19/20
2203,26-07-2020,Arsenal,3 - 2,Watford,19/20
2204,10-08-2019,West Ham,0 - 5,Man City,19/20
2205,17-08-2019,Brighton,1 - 1,West Ham,19/20
2206,24-08-2019,Watford,1 - 3,West Ham,19/20
2207,31-08-2019,West Ham,2 - 0,Norwich,19/20
2208,16-09-2019,Aston Villa,0 - 0,West Ham,19/20
2209,22-09-2019,West Ham,2 - 0,Man United,19/20
2210,28-09-2019,Bournemouth,2 - 2,West Ham,19/20
2211,05-10-2019,West Ham,1 - 2,Crystal Palace,19/20
2212,19-10-2019,Everton,2 - 0,West Ham,19/20
2213,26-10-2019,West Ham,1 - 1,Sheffield United,19/20
2214,02-11-2019,West Ham,2 - 3,Newcastle,19/20
2215,09-11-2019,Burnley,3 - 0,West Ham,19/20
2216,23-11-2019,West Ham,2 - 3,Tottenham,19/20
2217,30-11-2019,Chelsea,0 - 1,West Ham,19/20
2218,04-12-2019,Wolves,2 - 0,West Ham,19/20
2219,09-12-2019,West Ham,1 - 3,Arsenal,19/20
2220,14-12-2019,Southampton,0 - 1,West Ham,19/20
2221,26-12-2019,Crystal Palace,2 - 1,West Ham,19/20
2222,28-12-2019,West Ham,1 - 2,Leicester,19/20
2223,01-01-2020,West Ham,4 - 0,Bournemouth,19/20
2224,10-01-2020,Sheffield United,1 - 0,West Ham,19/20
2225,18-01-2020,West Ham,1 - 1,Everton,19/20
2226,22-01-2020,Leicester,4 - 1,West Ham,19/20
2227,29-01-2020,West Ham,0 - 2,Liverpool,19/20
2228,01-02-2020,West Ham,3 - 3,Brighton,19/20
2229,19-02-2020,Man City,2 - 0,West Ham,19/20
2230,24-02-2020,Liverpool,3 - 2,West Ham,19/20
2231,29-02-2020,West Ham,3 - 1,Southampton,19/20
2232,07-03-2020,Arsenal,1 - 0,West Ham,19/20
2233,20-06-2020,West Ham,0 - 2,Wolves,19/20
2234,23-06-2020,Tottenham,2 - 0,West Ham,19/20
2235,01-07-2020,West Ham,3 - 2,Chelsea,19/20
2236,05-07-2020,Newcastle,2 - 2,West Ham,19/20
2237,08-07-2020,West Ham,0 - 1,Burnley,19/20
2238,11-07-2020,Norwich,0 - 4,West Ham,19/20
2239,17-07-2020,West Ham,3 - 1,Watford,19/20
2240,22-07-2020,Man United,1 - 1,West Ham,19/20
2241,26-07-2020,West Ham,1 - 1,Aston Villa,19/20
2242,11-08-2019,Leicester,0 - 0,Wolves,19/20
2243,19-08-2019,Wolves,1 - 1,Man United,19/20
2244,25-08-2019,Wolves,1 - 1,Burnley,19/20
2245,01-09-2019,Everton,3 - 2,Wolves,19/20
2246,14-09-2019,Wolves,2 - 5,Chelsea,19/20
2247,22-09-2019,Crystal Palace,1 - 1,Wolves,19/20
2248,28-09-2019,Wolves,2 - 0,Watford,19/20
2249,06-10-2019,Man City,0 - 2,Wolves,19/20
2250,19-10-2019,Wolves,1 - 1,Southampton,19/20
2251,27-10-2019,Newcastle,1 - 1,Wolves,19/20
2252,02-11-2019,Arsenal,1 - 1,Wolves,19/20
2253,10-11-2019,Wolves,2 - 1,Aston Villa,19/20
2254,23-11-2019,Bournemouth,1 - 2,Wolves,19/20
2255,01-12-2019,Wolves,1 - 1,Sheffield United,19/20
2256,04-12-2019,Wolves,2 - 0,West Ham,19/20
2257,08-12-2019,Brighton,2 - 2,Wolves,19/20
2258,15-12-2019,Wolves,1 - 2,Tottenham,19/20
2259,21-12-2019,Norwich,1 - 2,Wolves,19/20
2260,27-12-2019,Wolves,3 - 2,Man City,19/20
2261,29-12-2019,Liverpool,1 - 0,Wolves,19/20
2262,01-01-2020,Watford,2 - 1,Wolves,19/20
2263,11-01-2020,Wolves,1 - 1,Newcastle,19/20
2264,18-01-2020,Southampton,2 - 3,Wolves,19/20
2265,23-01-2020,Wolves,1 - 2,Liverpool,19/20
2266,01-02-2020,Man United,0 - 0,Wolves,19/20
2267,14-02-2020,Wolves,0 - 0,Leicester,19/20
2268,23-02-2020,Wolves,3 - 0,Norwich,19/20
2269,01-03-2020,Tottenham,2 - 3,Wolves,19/20
2270,07-03-2020,Wolves,0 - 0,Brighton,19/20
2271,20-06-2020,West Ham,0 - 2,Wolves,19/20
2272,24-06-2020,Wolves,1 - 0,Bournemouth,19/20
2273,27-06-2020,Aston Villa,0 - 1,Wolves,19/20
2274,04-07-2020,Wolves,0 - 2,Arsenal,19/20
2275,08-07-2020,Sheffield United,1 - 0,Wolves,19/20
2276,12-07-2020,Wolves,3 - 0,Everton,19/20
2277,15-07-2020,Burnley,1 - 1,Wolves,19/20
2278,20-07-2020,Wolves,2 - 0,Crystal Palace,19/20
2279,26-07-2020,Chelsea,2 - 0,Wolves,19/20
2280,12-09-2020,Fulham,0 - 3,Arsenal,20/21
2281,19-09-2020,Arsenal,2 - 1,West Ham,20/21
2282,28-09-2020,Liverpool,3 - 1,Arsenal,20/21
2283,04-10-2020,Arsenal,2 - 1,Sheffield United,20/21
2284,17-10-2020,Man City,1 - 0,Arsenal,20/21
2285,25-10-2020,Arsenal,0 - 1,Leicester,20/21
2286,01-11-2020,Man United,0 - 1,Arsenal,20/21
2287,08-11-2020,Arsenal,0 - 3,Aston Villa,20/21
2288,22-11-2020,Leeds,0 - 0,Arsenal,20/21
2289,29-11-2020,Arsenal,1 - 2,Wolves,20/21
2290,06-12-2020,Tottenham,2 - 0,Arsenal,20/21
